id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1419,Beautiful home in amazing area!,1565,Alexandra,,Little Portugal,43.6459,-79.42423,Entire home/apt,,28,6,2017-08-07,0.06,1,0,0,
8077,Downtown Harbourfront Private Room,22795,Kathie & Larry,,Waterfront Communities-The Island,43.6408,-79.37673,Private room,,180,169,2013-08-27,0.94,2,0,0,
26654,"World Class @ CN Tower, convention centre, Theatre",113345,Adela,,Waterfront Communities-The Island,43.64608,-79.39032,Entire home/apt,152,28,42,2023-09-01,0.26,5,199,2,
27423,Executive Studio Unit- Ideal for One Person,118124,Brent,,South Riverdale,43.66884,-79.32725,Entire home/apt,75,90,29,2024-03-05,0.17,1,0,2,
30931,Downtown Toronto - Waterview Condo,22795,Kathie & Larry,,Waterfront Communities-The Island,43.64015,-79.37625,Entire home/apt,,180,1,2010-08-11,0.01,2,0,0,
40456,Downtown- King Size Bed and Parking,174063,Denis,,South Parkdale,43.63539,-79.4401,Entire home/apt,,750,113,2023-06-19,0.67,4,364,2,
40701,"Bright Beaches Apt, close to everything",175687,John,,The Beaches,43.67239,-79.28858,Entire home/apt,90,28,7,2023-11-26,0.05,1,37,2,
43964,Private Basement Apartment with Parking,192364,Mitra,,Wexford/Maryvale,43.74922,-79.29188,Entire home/apt,,1,67,2023-09-25,0.75,1,0,11,STR-2012-FMQPHC
44452,Yonge & Bloor Studio Skyline,195095,Urbano,,Rosedale-Moore Park,43.67193,-79.3859,Entire home/apt,126,28,66,2023-08-04,0.40,11,303,1,
44469,Yonge & Bloor 2 Bedroom Apartment,195095,Urbano,,Rosedale-Moore Park,43.67129,-79.38634,Private room,104,30,8,2017-08-27,0.05,11,365,0,
45399,Fountain View Studio - Eaton center,195095,Urbano,,Bay Street Corridor,43.66123,-79.38336,Entire home/apt,150,28,86,2023-11-19,0.52,11,277,3,
45453,Yonge & Bloor 2 Bedroom Master,195095,Urbano,,Rosedale-Moore Park,43.67128,-79.38422,Private room,105,28,9,2018-09-02,0.06,11,128,0,
45893,Yonge & Bloor Lakeview Master BR,195095,Urbano,,Rosedale-Moore Park,43.6718,-79.38488,Private room,90,28,22,2023-06-24,0.13,11,193,2,
50110,Yorkville one bedroom Condo,195095,Urbano,,Church-Yonge Corridor,43.66899,-79.38559,Entire home/apt,163,28,59,2023-12-08,0.36,11,261,1,
51616,Large room in trendy King Street West.,237587,John,,Niagara,43.64296,-79.40451,Private room,,91,24,2018-11-11,0.25,1,0,0,
62545,Furnished Heritage Rooms Downtown 1,304551,Kintoo,,Niagara,43.64611,-79.4071,Private room,50,90,23,2019-12-20,0.14,8,159,0,
64635,Furnished Heritage Rooms Downtown 2,304551,Kintoo,,Niagara,43.64482,-79.40897,Private room,50,120,17,2023-09-01,0.11,8,253,1,
64641,Furnished Heritage Rooms Downtown,304551,Kintoo,,Niagara,43.64453,-79.40736,Private room,50,120,24,2024-04-30,0.15,8,139,3,
66856,Furnished Downtown Room,304551,Kintoo,,Niagara,43.64642,-79.40736,Private room,50,120,4,2024-02-28,0.02,8,250,3,
96336,John & Bren's Queen West 3 bedroom townhouse,511506,Brenda,,Niagara,43.64388,-79.41011,Entire home/apt,309,3,154,2024-04-23,1.20,1,32,10,STR-2009-FXRRPD
112842,Gorgeous Condo near High Park!!,575127,Micheline,,High Park North,43.65703,-79.46719,Entire home/apt,66,120,12,2017-03-05,0.08,1,98,0,
119441,STYLISH  LAKEVIEW / KING SIZE BED/DOWNTOWN+PARKING,174063,Denis,,South Parkdale,43.63737,-79.44022,Entire home/apt,200,30,84,2024-03-04,0.53,4,222,5,
131401,WATERFRONT LUXURY SUITE - Downtown,604233,Waterfront ExecSuites,,Niagara,43.63649,-79.40171,Entire home/apt,94,120,11,2023-05-17,0.10,1,362,1,
179578,Furnished 1+1 bed Condo Apartment,545074,Sohail,,Woburn,43.78196,-79.24634,Entire home/apt,,28,0,,,1,0,0,
184784,2 bd Apt at Yonge & Bloor Yorkville,656777,Pere,,Church-Yonge Corridor,43.67005,-79.38372,Entire home/apt,279,180,63,2023-04-30,0.41,1,312,0,
192335,Studio Loft- 2 flr- Liberty Village,140602,Mario,,South Parkdale,43.63677,-79.42099,Entire home/apt,,28,53,2020-03-02,0.35,1,0,0,
192860,modern clean quiet 2B@ High Park -40% monthly,533496,Eberhard,,Junction Area,43.66492,-79.47384,Entire home/apt,,185,129,2024-02-29,0.84,2,186,1,STR-2010-FPPDPC
196584,Spacious 1 Bedroom Suite on Subway Line!,957466,Karen,,Oakridge,43.69431,-79.28563,Entire home/apt,92,18,53,2024-03-31,0.56,1,281,12,STR-2012-HLWPHK
207206,Beautiful Newly Renovated 2BDM Home,1019538,Stefan,,Little Portugal,43.6471,-79.4376,Entire home/apt,300,28,22,2023-01-11,0.15,1,334,0,STR-2010-GPKRPG
224775,"Location, Location downtown Toronto /  Lower Rate",1170217,Frank,,Church-Yonge Corridor,43.6619,-79.37727,Private room,80,28,38,2024-04-27,0.35,2,172,4,
228568,BEST VIEW in the City! Luxury condo,934821,Robert,,Cabbagetown-South St.James Town,43.66593,-79.37655,Entire home/apt,,28,76,2023-09-11,0.51,2,4,6,STR-2104-FLPKVB
232794,Unrivaled location on Yorkville Ave/2000 sq ft,1218097,Susan,,Annex,43.6715929,-79.3908687,Entire home/apt,200,28,5,2020-03-18,0.04,1,126,0,
239449,"Prime Annex 1 BR +balcony - UofT, Subway, Bloor",349772,Steven,,Annex,43.66701,-79.40625,Entire home/apt,90,28,36,2023-12-27,0.27,1,162,5,
248939,Perfect for ONE,1304211,Nadia,,Caledonia-Fairbank,43.6826171875,-79.4592514038086,Private room,44,29,45,2016-10-24,0.29,2,97,0,
248940,Basement Apartment perfect for 3,1304211,Nadia,,Caledonia-Fairbank,43.68238,-79.46038,Entire home/apt,,28,103,2023-12-12,0.72,2,6,10,STR-2012-GZXRVH
251549,Room in mid-town apartment,1319225,Kathleen,,Annex,43.66584,-79.41251,Private room,,28,18,2023-08-12,0.15,1,0,1,
266300,FURNISHED ONE-BDRM TORONTO KING W,1396237,Jonathan,,Niagara,43.63999,-79.41465,Entire home/apt,,30,5,2019-06-11,0.06,1,0,0,
269355,Elegant apartment in the heart of Toronto,1411076,Adam,,Casa Loma,43.68419,-79.40125,Entire home/apt,,28,0,,,1,0,0,
273304,In the heart of Toronto downtown!,1409872,Ravish,,Church-Yonge Corridor,43.6605,-79.38057,Private room,,28,0,,,1,0,0,
288341,Beautiful Victorian Home,1368256,Robert,,North St.James Town,43.67098,-79.37434,Entire home/apt,250,5,47,2024-04-08,0.36,1,263,17,STR-2009-GXRRPH
291699,Furnished room in  lovely Annex house June -Oct31,1466410,Susan,,Annex,43.670291900634766,-79.41659545898438,Private room,120,28,0,,,1,184,0,
307726,Boutique Chic at Maple Leaf Square,1108156,Karen,,Waterfront Communities-The Island,43.64221,-79.38061,Entire home/apt,,28,66,2022-05-28,0.44,2,0,0,
314459,Cosy room by Toronto's Danforth Ave,1615944,Julia,,Blake-Jones,43.67739,-79.33599,Private room,,28,37,2023-01-31,0.26,1,0,0,
325432,"Great 'hood, no car needed, 3.5br",1664812,Mark,,High Park North,43.66106,-79.45605,Entire home/apt,,28,0,,,1,0,0,
335446,Quiet Oasis near Eaton Centre,1704172,Vanessa,,Moss Park,43.65744,-79.37228,Private room,102,28,121,2023-12-17,0.82,2,221,1,
339418,Cozy Room in Midtown Near Subway,1027776,Willy,,Mount Pleasant West,43.69954,-79.3933,Private room,60,28,85,2020-02-29,0.57,1,0,0,
361557,Downtown/Stylish 2 Bdr.   Apt /Garden +Parking,174063,Denis,,South Parkdale,43.63557,-79.43999,Entire home/apt,,750,65,2022-02-05,0.45,4,364,0,
361831,Townhome/Condo at The Mona Lisa,1828773,Silvana,,Willowdale East,43.77873,-79.41245,Private room,,28,0,,,1,0,0,
363057,Charming Century Cottage in Beaches,1816495,Katharine,,The Beaches,43.67262,-79.30057,Entire home/apt,251,1,64,2024-04-26,0.77,3,276,39,STR-2203-GGLHHF
366973,Spacious Modern Cozy King W Toronto,1015670,Grace,,Waterfront Communities-The Island,43.64226,-79.40076,Entire home/apt,361,28,9,2017-09-12,0.07,1,358,0,
380910,"Fab, Private 1 Bdrm Suite Close to Everything!",1910540,Lesley,,Danforth,43.68087,-79.34306,Private room,108,1,120,2024-05-03,1.00,1,351,22,STR-2101-HYRVHL
387077,Furnished Downtown Studio Suite 2,304551,Kintoo,,University,43.66143,-79.40883,Private room,60,90,4,2023-09-30,0.03,8,342,1,
390395,SUNNY DBL CORKTOWN BREAKFAST EAST DOWNTOWN,1952926,Sean,,Moss Park,43.65612,-79.36054,Private room,60,28,829,2022-10-22,5.62,1,1,0,
393873,"Sunny, Spacious, Downtown 1 Bedroom",1870492,Katie,,Niagara,43.64455,-79.40312,Entire home/apt,115,183,21,2016-09-27,0.14,1,358,0,
401823,Furnished Downtown Studio Suite 6,304551,Kintoo,,Palmerston-Little Italy,43.66075,-79.4096,Entire home/apt,80,120,9,2024-04-28,0.06,8,190,1,
403200,Yonge & Bloor Lakview Bedroom,195095,Urbano,,Rosedale-Moore Park,43.67176,-79.38555,Private room,90,28,5,2023-06-30,0.04,11,192,1,
406646,1BR-Close to Don Mills & Eglinton 202,1854872,Nadarajah,,Flemingdon Park,43.72054,-79.33524,Private room,30,28,43,2023-11-07,0.33,5,104,4,
413276,Yonge & Wellesley Entire Condo,2056128,Robert,,Church-Yonge Corridor,43.66429,-79.383,Entire home/apt,,2,83,2024-02-19,0.57,2,0,4,STR-2204-GLMPHG
418607,PRIVATE ROOM MIDTOWN TORONTO,2079464,Maddie,,Mount Pleasant West,43.69747,-79.39304,Private room,62,29,125,2019-11-07,0.87,1,293,0,
429943,Super Studio in the Upper Beach,377846,Nick & Nena,,East End-Danforth,43.68672,-79.29328,Entire home/apt,69,28,47,2024-03-17,0.32,18,220,2,
457588,Furnished Luxury @ The Eaton Centre,1805882,Elisabeth,,Church-Yonge Corridor,43.65469,-79.37986,Entire home/apt,,28,8,2022-08-27,0.06,3,0,0,Exempt
462366,Quaint Mid-Town Toronto Guestroom,2297131,Liz,,Brookhaven-Amesbury,43.7054,-79.48584,Private room,55,28,34,2022-10-14,0.24,1,88,0,
466650,Spacious Scandinavian Style Home in King West,1039434,Juli,,Niagara,43.64322,-79.40293,Entire home/apt,279,28,72,2024-04-02,0.50,3,148,2,STR-2402-FZZRVR
473827,Designer-inspired Toronto living,2349264,George,,Oakwood Village,43.6879,-79.43938,Entire home/apt,115,28,100,2023-11-05,0.70,1,173,2,
495303,Your Home In Toronto,1241161,Danny,,Dovercourt-Wallace Emerson-Junction,43.66446,-79.42537,Entire home/apt,106,29,115,2019-11-11,0.81,1,90,0,
516823,"Monthly, Cozy + Clean Studio in the Junction",533496,Eberhard,,Junction Area,43.66672,-79.47492,Entire home/apt,100,31,182,2024-02-29,1.26,2,73,3,
517709,Bright House with Vegetable Garden,2549053,Nathalie,,Trinity-Bellwoods,43.65131,-79.4116,Entire home/apt,300,28,78,2023-03-09,0.55,1,121,0,
526594,Small Dog friendly Apt Garden Free Park EV charger,2588098,Reiner,,Willowdale East,43.76651,-79.40411,Entire home/apt,108,28,6,2014-12-01,0.04,1,179,0,
526705,★ High-Tech Authentic Luxurious Loft -Queen West ★,1698603,Kyle,,Roncesvalles,43.64264,-79.43215,Entire home/apt,399,2,73,2024-01-06,0.51,1,182,9,STR-2011-FYPDVD
529227,Little Italy-4 bedroom house,2600229,Orsolya,,Palmerston-Little Italy,43.65836,-79.42479,Entire home/apt,295,28,18,2018-08-19,0.13,1,225,0,STR-2302-GSKRVT
529256,Room in amazing retro modern space,2597290,Caroline,,Trinity-Bellwoods,43.65075,-79.41072,Private room,97,28,113,2020-03-10,0.78,1,365,0,
533659,Best View in Downtown 5 Star Luxury 1+1 w/office,1019968,Roman,,Waterfront Communities-The Island,43.63953,-79.38257,Entire home/apt,234,10,178,2024-04-01,1.23,1,94,9,STR-2011-FLKRVB
537679,NIce room with private bathroom,2586974,Yin,,Mimico (includes Humber Bay Shores),43.62452,-79.48793,Private room,,28,0,,,1,0,0,
543810,Spacious 1+1 Condo Downtown Toronto,2671905,R.,,Waterfront Communities-The Island,43.63942,-79.39216,Entire home/apt,,28,10,2015-08-16,0.08,1,0,0,
547777,A Beautiful Funky Toronto Apartment,2692759,Ayelet And Sean,,Palmerston-Little Italy,43.66051,-79.42741,Entire home/apt,,28,2,2013-08-05,0.01,1,0,0,
571429,Chic Upper Beach 3 Bedroom Beauty,377846,Nick & Nena,,East End-Danforth,43.68519,-79.29338,Entire home/apt,149,28,29,2021-10-09,0.21,18,342,0,
573892,DOWNTOWN TORONTO LUXURY FURNISHED CORPORATE SUITE,2175675,Frank,,Waterfront Communities-The Island,43.64278,-79.37985,Entire home/apt,119,28,85,2024-03-09,0.60,4,224,2,
593324,Charming Victorian in Leslieville,2929774,Susan,,South Riverdale,43.66114,-79.34742,Entire home/apt,,28,7,2015-10-06,0.05,1,0,0,
602407,Large bedroom with private bathroom and shower,2980659,Nanou,,Woodbine Corridor,43.67774,-79.31352,Private room,84,28,39,2019-08-10,0.27,1,364,0,
613695,House in Little Italy,2741309,Sean,,Palmerston-Little Italy,43.65971,-79.41234,Entire home/apt,,28,0,,,1,0,0,STR-2210-HXWDVL
624190,Danforth/Greek Town  appartment,3096162,Brigitt,,Broadview North,43.69032,-79.35236,Entire home/apt,,28,0,,,1,0,0,
638500,3 bdrm on Queen West TO,3178928,Lisa Marie,,South Parkdale,43.63907,-79.44036,Entire home/apt,,28,9,2016-09-26,0.08,1,0,0,
638586,Toronto Downtown near TIFF &  Convention Centre,3186285,Solange,,Waterfront Communities-The Island,43.64356,-79.3903,Entire home/apt,,28,61,2021-05-23,0.51,1,358,0,
643389,"Bachelor Apt, 2nd flr, South Window",3217095,Mark,,South Parkdale,43.63589,-79.42796,Entire home/apt,,28,3,2017-05-20,0.03,1,0,0,
643916,Basement apartment (1 bdrm) in lower Junction,574360,Yvonne,,Junction Area,43.66308,-79.47795,Entire home/apt,120,28,4,2016-04-27,0.03,1,281,0,
654048,Large 4 Bedroom House in Toronto Private Clean,3289972,Minoo,,Morningside,43.7837,-79.20675,Entire home/apt,190,28,18,2023-08-16,0.13,1,310,1,
655522,Sunny and Charming Apartment,3299954,Basil,,Kensington-Chinatown,43.65667,-79.39539,Entire home/apt,,28,27,2018-08-10,0.19,1,0,0,
666670,Super Studio in the Upper Beach II,377846,Nick & Nena,,East End-Danforth,43.68614,-79.29126,Entire home/apt,83,28,47,2023-09-07,0.35,18,342,2,
669162,SPECTACULAR VIEW DWNTOWN TORONTO.,2942180,Jerry,,Cabbagetown-South St.James Town,43.66667,-79.37502,Entire home/apt,,28,0,,,1,0,0,
670171,Refreshing High Park Apt - close to Lake / Nature,3395349,Suzanna,,High Park North,43.65627,-79.45863,Entire home/apt,95,28,0,,,1,312,0,
701230,Authentic Bright Artist's Loft,3587917,Darby,,High Park North,43.65873,-79.45336,Entire home/apt,,28,14,2018-07-31,0.10,1,0,0,
702286,Beautiful Garden Apt With Porches,3604846,Wies,,High Park-Swansea,43.65374,-79.45359,Entire home/apt,150,28,18,2022-08-06,0.13,4,281,0,
703124,Beautiful large 3 bdrm in High Park Roncesvalles,3604846,Wies,,High Park-Swansea,43.65329,-79.45257,Entire home/apt,200,30,24,2023-09-10,0.19,4,312,2,
703133,2 BDRM 2000SF Executive Suite,3604846,Wies,,High Park-Swansea,43.65563,-79.45259,Entire home/apt,180,31,4,2019-04-20,0.03,4,340,0,
728817,Bright Victorian Home in Roncesvalles Village,3783106,Jeremy,,Roncesvalles,43.64147151118414,-79.44633446306561,Entire home/apt,550,5,14,2023-07-25,0.11,1,153,2,STR-2012-HGVHHJ
756619,Winchester Suite /  Large Modern Bedroom Downtown,3982898,Andrew,,Cabbagetown-South St.James Town,43.664642,-79.371208,Private room,111,3,111,2024-05-02,0.84,3,152,27,STR-2010-HLLXPK
762143,Hidden lakeview oasis downtown,4017316,Patricia,,Waterfront Communities-The Island,43.63708,-79.39198,Entire home/apt,109,180,5,2017-06-03,0.04,1,357,0,
762472,Amazing Loft for rent downtown T.O.,4019741,Peter,,Moss Park,43.65036,-79.36823,Entire home/apt,,28,0,,,1,0,0,
771141,Studio Loft/Walk to Eaton Center,4068231,Margaret,,Moss Park,43.65802,-79.37108,Entire home/apt,90,30,34,2024-04-06,0.25,5,238,1,
774352,Ultimate Yorkville Luxury,4085292,Sky Suites,,Church-Yonge Corridor,43.67049,-79.38457,Entire home/apt,,28,74,2023-11-21,0.66,2,0,4,STR-2304-HPZBHX
777132,Nice view in uptown Toronto!,1664833,Romain-Francois,,Don Valley Village,43.77659,-79.35056,Private room,,5,211,2023-12-03,1.54,1,0,11,STR-2205-GPSKVG
779670,"Haven in the City: Parking, Workspace, Perfection",4111007,Stephanie,,Rosedale-Moore Park,43.67716,-79.38653,Entire home/apt,600,28,1,2019-05-10,0.02,1,312,0,
788710,High Park Stylish Apartment,844281,Richard,,High Park-Swansea,43.64366,-79.45216,Entire home/apt,,30,2,2020-04-14,0.01,1,0,0,
790887,Yonge & Wellesley Prime Downtown Shared Apartment,2056128,Robert,,Church-Yonge Corridor,43.66414,-79.38351,Private room,143,1,507,2024-05-07,3.82,2,80,61,STR-2204-GLMPHG
791012,1+ den near CN Tower w/ parking,4167411,Andie,,Waterfront Communities-The Island,43.63923,-79.39358,Entire home/apt,,28,4,2015-08-16,0.04,1,0,0,
794506,Beautiful suite in Downtown Toronto,4186011,Oron,,Waterfront Communities-The Island,43.63996,-79.39109,Entire home/apt,279,3,142,2024-04-15,1.17,1,60,32,STR-2011-HZQKVM
796501,Stunning modern bachelor apartment,4195876,Dale,,Casa Loma,43.68212,-79.40447,Private room,206,28,91,2020-09-07,0.70,2,365,0,
799800,"LONG-TERM, FEMALES, CLEAN, COZY-AIRPORT P/U POSS.",1786233,Mina,,Thistletown-Beaumond Heights,43.73732,-79.5744,Private room,25,28,22,2017-10-01,0.16,1,295,0,
818228,Private Room in Downtown Toronto RM2,4297691,Graeme,,Dovercourt-Wallace Emerson-Junction,43.65851,-79.4431,Private room,81,1,574,2024-05-05,4.39,2,334,135,STR-2204-GFYHHF
820177,Little Italy 1 Bedroom Apt - Excellent Location!,149566,Vinita + Joe,,Palmerston-Little Italy,43.65555,-79.42017,Entire home/apt,145,28,39,2023-06-06,0.28,1,316,1,
822085,Beautiful Deluxe Toronto Home,4316883,Scott,,Rosedale-Moore Park,43.689,-79.37799,Entire home/apt,1016,28,8,2021-08-21,0.07,1,363,0,STR-2206-GTRDVH
827774,Beautiful House in Central Toronto,4340437,Ted,,Danforth,43.68255,-79.33506,Private room,,28,0,,,1,0,0,
835116,Comfy 1BD Great Location! Park Free,2019357,Tyrone,,South Riverdale,43.66152,-79.34284,Entire home/apt,,28,22,2015-09-19,0.16,1,0,0,
840608,"Owner's Suite on classic boulevard, great location",2575031,Johnny,,Palmerston-Little Italy,43.66136,-79.41377,Entire home/apt,200,3,4,2024-05-04,1.97,1,5,4,STR-2208-HCTVHJ
842016,"Beautiful, Bright, Fully Furnished",1930866,Drea,,Casa Loma,43.68388,-79.40719,Shared room,,28,0,,,1,0,0,
849500,Central Downtown room with views,4435131,Olivia,,Moss Park,43.65114,-79.36766,Private room,87,28,136,2023-08-31,1.00,1,348,2,
855991,HOTEL ALTERNATIVE accommodation,4477219,Vas,,Church-Yonge Corridor,43.65474,-79.37779,Entire home/apt,196,28,13,2022-11-15,0.11,4,0,0,
864193,Big Room with King Bed and mattres,4534248,Nida,,Newtonbrook West,43.78345,-79.44525,Private room,,28,0,,,1,0,0,
883109,Welcome to Toronto-Danforth!,4517569,Laurie,,Playter Estates-Danforth,43.68219,-79.35405,Entire home/apt,,4,9,2023-09-05,0.07,1,51,3,STR-2305-GQZDVT
892352,Panoramic Views in Huge and Bright Loft w/ Parking,4448135,Hyung Min,,Waterfront Communities-The Island,43.6473577,-79.398158,Entire home/apt,408,4,312,2024-04-26,2.40,1,66,27,STR-2204-HPGPHK
908807,Great Danforth apt - parking & view,4871479,Jodi,,Playter Estates-Danforth,43.67705,-79.36135,Entire home/apt,350,28,67,2019-09-27,0.49,1,30,0,
923427,Big Room in a Great Neighbourhood,4966594,Mark,,Palmerston-Little Italy,43.65798572350852,-79.41014035348309,Private room,95,5,42,2024-04-22,0.31,2,68,18,STR-2301-FQVBHQ
950053,PAN AM PENTHOUSE WITH SKYLINE VIEWS,5153529,Adrian,,Regent Park,43.65794,-79.35755,Entire home/apt,160,365,9,2016-02-14,0.07,2,159,0,
954475,1 BR-Close to Yonge & Eglinton 101,1854872,Nadarajah,,Flemingdon Park,43.72054,-79.33524,Private room,,28,32,2023-06-11,0.24,5,10,1,
954935,Furnished 1 Bedroom Appartment,5186386,Kc,,South Riverdale,43.66451,-79.33498,Entire home/apt,80,30,34,2024-04-27,0.26,1,149,3,
955073,YONGE - DUNDAS Fully Furnished,4477219,Vas,,Church-Yonge Corridor,43.655,-79.3796,Entire home/apt,60,28,11,2020-06-30,0.14,4,0,0,
955446,"1 BR DOWNTOWN CONDO, SLEEPS 4 W/PARKING",3272927,Sam,,Waterfront Communities-The Island,43.64498,-79.39056,Entire home/apt,128,28,71,2023-11-01,0.53,1,72,2,
956250,Lovely fully detached private house,5066966,Amanda,,Dufferin Grove,43.65367,-79.43242,Entire home/apt,,28,4,2018-03-16,0.03,1,0,0,
959676,Casa Palma Azul,5214021,Michael,,Church-Yonge Corridor,43.66498,-79.37963,Entire home/apt,100,28,33,2024-05-04,0.25,1,334,4,
985003,1 Bedroom Basement Apartment in Leslieville,2396097,Jean-Francois,,South Riverdale,43.66517,-79.34037,Private room,99,28,115,2023-12-07,0.87,1,365,15,STR-2012-HQZBHK
985498,1+ Den - Entertainment District,5407081,Wayne,,Waterfront Communities-The Island,43.64421,-79.39108,Entire home/apt,,180,238,2020-08-04,1.76,1,179,0,
985648,Private room in Brockton Village.,5242437,Kristin,,Little Portugal,43.65128,-79.43596,Private room,80,2,18,2024-05-04,0.14,1,336,15,STR-2205-JBDDVM
990322,"Fantastic private gem, just like a home.",377962,Coreen,,Humewood-Cedarvale,43.68363,-79.42522,Entire home/apt,115,28,35,2024-04-01,0.29,6,256,4,
1001438,Private bedroom Queen W/Toronto Western Hospital,3131000,Janet,,Trinity-Bellwoods,43.64822,-79.40732,Private room,60,28,168,2024-03-30,1.26,1,163,7,
1009656,Bloorcourt Village Apt. longer-term accommodations,5554523,Holly & Chad,,Dovercourt-Wallace Emerson-Junction,43.66712,-79.43177,Entire home/apt,140,28,169,2022-04-30,1.26,1,12,0,
1022764,Beautiful Davisville Toronto Home,5630548,Daniel,,Mount Pleasant East,43.70878,-79.38229,Entire home/apt,446,28,13,2018-11-03,0.10,1,365,0,
1030061,Modern 1 Bedroom Condo in Entertainment District,1984757,Michelle,,Waterfront Communities-The Island,43.64451,-79.39205,Entire home/apt,98,80,27,2024-03-04,0.29,1,165,1,
1033151,The Great Gerrard - Paris Suite,377846,Nick & Nena,,East End-Danforth,43.6809,-79.30485,Entire home/apt,70,28,50,2024-04-17,0.38,18,327,3,
1033162,DOWNTOWN TORONTO LUXURY PENTHOUSE CORPORATE SUITE,2175675,Frank,,Waterfront Communities-The Island,43.64285,-79.38026,Entire home/apt,129,28,7,2023-12-17,0.09,4,51,2,
1035534,Private Rooms with ensuite bathroom,5700231,Roxy,,South Riverdale,43.66721447609309,-79.3389367122751,Private room,68,120,0,,,3,365,0,
1036076,"Luxury Apt, Garden, small Dog welcome, Ev Charger",4468895,Melanie,,Willowdale East,43.76633,-79.40424,Entire home/apt,108,28,41,2024-02-26,0.35,1,239,5,
1037034,Hip 3bdrm house with yard+garage,5709010,Jode,,Dovercourt-Wallace Emerson-Junction,43.66695,-79.42156,Entire home/apt,,28,56,2020-01-02,0.42,1,0,0,
1042311,1 Bedroom in Leslieville Toronto!,5736902,Christine,,South Riverdale,43.666,-79.33684,Entire home/apt,,28,41,2023-10-31,0.32,1,43,3,STR-2009-FKBDPB
1053838,Beautiful Private room Downtown Toronto,2741400,Rk,,Palmerston-Little Italy,43.65638,-79.41567,Private room,70,31,152,2019-12-22,1.14,1,365,0,
1057144,Beautiful Toronto Home opp Park,265033,Vivienne,,Dufferin Grove,43.65883,-79.43081,Entire home/apt,,28,6,2016-10-28,0.05,1,358,0,
1058442,2 Bedroom Penthouse Downtown,1805882,Elisabeth,,Church-Yonge Corridor,43.65456,-79.37906,Entire home/apt,,30,2,2018-07-31,0.02,3,0,0,
1066205,Downtown East One Bdrm and Spacious Bath,4010527,Diane,,Moss Park,43.65696,-79.37193,Entire home/apt,255,31,29,2023-12-06,0.31,5,322,2,
1066718,Entire Suite with Private Entry/Bath/Garden,5867364,Emil,,Niagara,43.64535,-79.40446,Private room,189,2,663,2024-05-06,4.94,1,190,75,STR-2010-FVKRPD
1077140,Lovely full  house in Upper Beach (with cat!),5926814,Lysa,,East End-Danforth,43.68140684545859,-79.3078859357622,Entire home/apt,,28,6,2014-06-28,0.05,1,0,0,STR-2302-HVFXVY
1080121,Downtown Suite with the Best Views in the City,672978,Katy,,Waterfront Communities-The Island,43.64159,-79.38115,Entire home/apt,186,90,516,2020-03-18,3.92,2,365,0,
1092407,Great Gerrard - Mona Lisa Suite,377846,Nick & Nena,,East End-Danforth,43.68185,-79.30506,Entire home/apt,70,28,33,2024-03-20,0.25,18,342,2,
1106103,Rare Trinity Bellwoods w/ Outdoor Kitchen & Living,6073307,Victoria,,Trinity-Bellwoods,43.6524,-79.41476,Entire home/apt,275,28,0,,,1,273,0,
1110760,The Great Gerrard - New York Suite,377846,Nick & Nena,,East End-Danforth,43.68239,-79.30521,Entire home/apt,70,28,38,2024-03-04,0.29,18,251,5,
1145641,Annex/Little Italy Private Room,4966594,Mark,,University,43.65966636290684,-79.40819169691818,Private room,99,5,40,2024-04-22,0.30,2,71,24,STR-2301-FQVBHQ
1150719,Garden Aptartment,6306986,William,,South Riverdale,43.65761033456896,-79.3487897937537,Entire home/apt,131,3,88,2024-05-01,0.66,1,63,34,STR-2208-JGTVHM
1153863,One bedroom and private bath by the lake,6323589,Ranjani,,Mimico (includes Humber Bay Shores),43.62193938206074,-79.48603603182335,Private room,114,3,5,2023-09-25,0.54,1,364,5,STR-2304-GPWPHT
1156413,Charming Victorian House: High Park,1590126,Melissa  Slatkoff,,Roncesvalles,43.64355,-79.44244,Entire home/apt,,28,24,2018-07-11,0.18,2,0,0,
1161630,Downtown Park-front Home,6351139,Julie,,Dovercourt-Wallace Emerson-Junction,43.66649,-79.43523,Entire home/apt,72,28,0,,,1,252,0,
1161888,Authentic Hard Loft in the Heart of Toronto,1478241,Stephanie,,South Parkdale,43.63898505711864,-79.4208558934413,Entire home/apt,,28,118,2024-04-01,0.98,1,16,15,STR-2204-FMSHHC
1162480,Chic Downtown Condo Loft + parking,6255603,Fojan,,Regent Park,43.65695,-79.35854,Entire home/apt,152,29,52,2020-02-08,0.45,1,282,0,
1163664,Danforth - 1 bedroom apartment,5942147,Becky,,North Riverdale,43.67602,-79.35501,Entire home/apt,,28,4,2015-08-05,0.03,1,0,0,
1170889,COOL SPOT TORONTO-GRT DEAL-HIP HOOD,6410636,Deb,,Palmerston-Little Italy,43.656436988517946,-79.42472658751296,Private room,95,30,23,2023-12-04,0.18,1,365,3,
1174893,LUXURY CONDO NEXT TO KIPLING SUBWAY,173823,James,,Islington-City Centre West,43.6376,-79.53548,Entire home/apt,115,30,5,2017-04-30,0.04,3,129,0,
