id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
939973541368400323,Luxury basement apartment,88870453,Nadir,,Centennial Scarborough,43.79084918568224,-79.1583007929506,Entire home/apt,,1,1,2023-12-28,0.22,7,364,1,STR-2307-GGBPHS
940014005375121655,One-bedroom suite in Riverdale area in Toronto,2961074,Helle Schweitz,,North Riverdale,43.6667952,-79.3512374,Private room,145,2,35,2024-04-27,4.30,1,247,35,STR-2307-HVHPHY
940032145570298989,Private Room + bath in house,41957113,Adrien,,Centennial Scarborough,43.783044068436475,-79.14291740255558,Private room,52,28,1,2023-09-02,0.12,5,365,1,
940083356518440764,Luxury Penthouse 1682sqft Stunning Terrace & Views,526984164,Meet,,Junction Area,43.6714,-79.4789,Entire home/apt,354,1,31,2024-05-06,3.71,1,192,31,STR-2307-GHWVHS
940084977965377835,Only 17 minutes to downtown Toronto with GO Train!,32550714,Mehran,,Cliffcrest,43.71839830580235,-79.2481868817872,Private room,45,1,14,2024-01-04,1.52,4,120,14,STR-2209-FZLRVD
940092680826673624,Private suit @ heart of Toronto,471163193,Seyedehfarnoush,,Yonge-Eglinton,43.696789719285896,-79.40116540819056,Private room,110,28,26,2024-04-18,3.11,3,180,26,STR-2207-GDRHHF
940097741407361800,Private Room w/ Private Bath,1142531,Valerie,,Niagara,43.63948,-79.41269,Private room,70,28,0,,,2,269,0,
940122713859127515,Bachelor Oasis in the city,526993710,Tee,,O'Connor-Parkview,43.71108,-79.30864,Entire home/apt,,28,0,,,1,220,0,
940125699483347915,"private​, ​bright master bedroom",304960688,Atousa,,Stonegate-Queensway,43.6307631,-79.4886459,Private room,60,28,1,2023-08-23,0.11,4,102,1,
940409049290702887,Luxury Basement suite,115361486,Kate,,Willowridge-Martingrove-Richview,43.69069,-79.53386,Entire home/apt,100,28,0,,,1,342,0,
940414481559582958,Cozy Nook,503710061,Balaharuwa Koralalage Malini,,Humber Heights-Westmount,43.700162412368364,-79.53019546156648,Private room,79,1,37,2024-04-19,3.87,1,355,37,STR-2208-FZTVHD
940492017744552504,Private 1br apartment w private parking spot,997860,Zarah,,Weston-Pellam Park,43.67938,-79.46035,Entire home/apt,145,3,11,2024-05-07,1.23,1,29,11,STR-2304-FZDVHR
940495229207266787,Modern 1BR Industrial Loft with Unique Flair,527076592,Stephen,,Waterfront Communities-The Island,43.64626,-79.39751,Entire home/apt,268,28,12,2024-05-01,1.49,1,171,12,STR-2307-FGFBHP
940499223561637003,Spacious Sunlit Room in Downsview Park,191972966,Lilian,,Downsview-Roding-CFB,43.73525,-79.47735,Private room,98,28,4,2024-04-20,0.50,3,89,4,STR-2305-HHRXVW
940510408697589928,Toronto Bayview Home,319036663,Choon Hwa,,Willowdale East,43.76419689999999,-79.3896477,Private room,80,28,1,2023-09-17,0.13,2,87,1,STR-2009-GVCHBH
940510773876610704,Perfect for nomad & groups | Enjoy city or Hot tub,521375378,Saroj,,Stonegate-Queensway,43.6330499,-79.48570210000001,Entire home/apt,200,1,37,2024-04-07,3.89,2,277,37,STR-2303-FHDVHP
940513118851174182,Boutique  2,118475910,Nicholas,,Junction Area,43.6648988705517,-79.47199945147148,Private room,149,2,19,2024-05-06,2.05,2,223,19,STR-2304-HKVHHX
940580434965237680,Blue Sky Loft,527104324,Kalyna,,Stonegate-Queensway,43.62602,-79.5075,Entire home/apt,199,1,2,2024-05-07,2,1,67,2,STR-2307-GJPPHS
940613891936055919,Modern 1170 sf 2-bedroom on Bay,14041119,Adel,,Bay Street Corridor,43.66528802873131,-79.38850175619429,Shared room,316,5,7,2024-05-02,0.84,2,101,7,STR-2009-HXQKPL
940644094703349953,Luxurious Modern 5B3B Home + Magnificent Patio,523170283,Alex,,Willowdale East,43.777994975009086,-79.39661613677417,Entire home/apt,395,28,30,2024-04-23,3.33,1,262,30,STR-2302-FJPDVP
940689429259826967,Lavish 3BR Lake View-CN Tower-Free Park-Sleep 7,527136484,Shabiha,,Niagara,43.63548549580733,-79.40550852797409,Entire home/apt,273,1,25,2024-02-24,2.69,1,168,25,STR-2307-HHGHHW
940721116760229398,Large & Beautiful Bedroom in Toronto Home,515199033,Alla,,Clanton Park,43.740615482286046,-79.44841562817737,Private room,46,28,1,2024-04-02,0.79,14,119,1,
940752049165540224,Modern Condo with Balcony Lakeview,527151151,Sina,,Waterfront Communities-The Island,43.6417442,-79.3819559,Entire home/apt,160,1,24,2024-05-01,3.98,1,101,24,STR-2307-FGVPHP
940771270385287443,Mont Febe - Large room in home,41957113,Adrien,,Centennial Scarborough,43.782805718542306,-79.14123541994962,Private room,58,28,0,,,5,365,0,
940779007656167036,Queen size bed near airport,512840419,Ji Qian,,Mount Dennis,43.684040978918304,-79.48991291829238,Private room,61,28,2,2023-09-14,0.21,8,270,2,STR-2303-FGMBHP
940796427817171275,"Room in Toronto, Danforth Village",362176914,Thanh,,Playter Estates-Danforth,43.68102938715627,-79.34951100281019,Private room,69,1,35,2024-05-06,3.68,3,307,35,STR-2305-FLXXVQ
940804065653830827,Master Suite w/ Extra Large Bathroom & Two W.I.C.,191972966,Lilian,,Downsview-Roding-CFB,43.734783875434495,-79.47736147577893,Private room,136,28,3,2023-11-09,0.36,3,59,3,STR-2305-HHRXVW
940820585157764923,"Modern room in Etobicoke house, Parking, WIFI",526611581,Konul,,Stonegate-Queensway,43.62885,-79.51231,Private room,105,2,5,2024-03-07,0.75,3,88,5,STR-2307-GSLBHT
940827512247396447,Safe & Cozy Room~ Queen Bed ~ Fridge~ Safe,526611581,Konul,,Stonegate-Queensway,43.63009,-79.51236,Private room,74,2,4,2024-04-16,1.40,3,83,4,STR-2307-GSLBHT
940829105429920079,Luxury basement apartment,90073492,Yalda,,Centennial Scarborough,43.78156,-79.15682,Entire home/apt,111,28,1,2023-10-31,0.16,2,87,1,
940835840134133112,Mao’s House,77252681,Fiona,,Waterfront Communities-The Island,43.64441173282455,-79.39144372370934,Entire home/apt,274,2,21,2024-05-05,2.59,1,133,21,STR-2308-HSVRVY
941089359937531286,Incredible Modern 2BR Home with Spacious Terrace!,527214862,Daniel Vincent Costa,,Little Portugal,43.64844016125235,-79.42599984814899,Entire home/apt,204,1,3,2023-09-27,0.38,1,145,3,STR-2305-FKPKVP
941139865603445978,Executive home near Casaloma,518540580,Mark,,Casa Loma,43.677018,-79.4111466,Entire home/apt,144,28,0,,,2,365,0,
941162589585300139,Charming space near Casaloma,518540580,Mark,,Casa Loma,43.67700239898787,-79.4108322635293,Entire home/apt,120,28,0,,,2,365,0,
941184887432858534,"Superb Location - North York House, Main Floor.",133536585,Majid,,Newtonbrook East,43.7965763,-79.41754019999999,Entire home/apt,120,28,1,2023-11-06,0.16,2,184,1,
941214143314212569,2B Basement Suite in Renovated Home Near Subway,183277881,Nesrine,,Danforth East York,43.68836838804224,-79.33197510573348,Entire home/apt,145,1,10,2024-04-14,2.00,1,150,10,STR-2308-HKJVHX
941255931343662165,Stunning Lake/City View: 3+1bdrm/2bth+Free Parking,48097711,Sayeed,,Waterfront Communities-The Island,43.64102,-79.38284,Entire home/apt,951,2,58,2024-05-05,7.16,1,112,58,STR-2307-GQLBHT
941341034143647686,France,228148349,Vera,,Kingsview Village-The Westway,43.69809,-79.55547,Private room,49,28,22,2023-11-11,2.30,3,155,22,STR-2102-GGQRVF
941381022431906687,Toronto 5star Location Amenities,149273127,Lucas,,Waterfront Communities-The Island,43.64126352517713,-79.38254194546735,Entire home/apt,240,28,0,,,4,365,0,
941415126513993462,WFH 2BR upper lvl APT-Keelesdale-Eglinton-Parking,211409357,Sergey,,Keelesdale-Eglinton West,43.6874597,-79.46470049999999,Entire home/apt,225,3,9,2024-01-01,1.03,1,270,9,STR-2305-FKRXVP
941470242573933531,1 or 2 Bedrooms 1 bath private Entrance,499246629,Simin,,Willowdale East,43.77069,-79.40257,Private room,100,28,9,2023-12-02,0.96,6,260,9,STR-2301-HYDRVY
941517061501392491,Private Room in North York,138632225,Han,,Newtonbrook East,43.79091394085573,-79.3955371896971,Private room,69,3,11,2024-04-30,1.29,2,269,11,STR-2305-HWJRVY
941544917959517109,Comfortable room,58771991,Sema,,Danforth,43.68579,-79.31674,Private room,95,3,5,2023-10-25,0.63,2,364,5,STR-2308-JGWVHZ
941562714003546457,Nice room,58771991,Sema,,Danforth,43.686125550789235,-79.31539611476232,Private room,95,3,4,2023-10-22,0.48,2,89,4,STR-2308-JGWVHZ
941592181212153132,Super Private Room,158899158,William,,Centennial Scarborough,43.78298,-79.14119,Private room,80,1,1,2023-09-30,0.13,1,365,1,STR-2308-GWTHHV
942025859466112985,Cozy Condo in the West Village,218672338,Kosta,,High Park North,43.657117883652724,-79.45189386606216,Entire home/apt,,3,1,2023-09-01,0.12,1,0,1,STR-2307-HSMHHY
942095214307782614,Artsy Room w/ PRVT Ensuite,12115612,Jeremy,,Palmerston-Little Italy,43.66152145054634,-79.41949314587413,Private room,151,1,12,2024-03-10,1.44,1,298,12,STR-2304-HRJPHX
942131748044257149,Spacious Apartment Near Downtown in Regent Park,502787399,Anita C,,Regent Park,43.659438897315255,-79.35768936470178,Entire home/apt,136,28,0,,,2,151,0,
942135153226908529,Modern Apartment in the Junction,523785675,Ana Cristina,,Rockcliffe-Smythe,43.67239037711201,-79.48704159933948,Entire home/apt,198,2,19,2024-04-18,2.00,1,327,19,STR-2307-HQJVHX
942141183133512586,Comfortable 1bedroom condo at yonge and bloor,157486961,Peggy & Team,,Church-Yonge Corridor,43.66956,-79.38614,Entire home/apt,,28,0,,,2,0,0,STR-2307-HYHPHY
942142313592896892,Modern 1BR Condo  Stunning View of CN Tower,503048599,Michael,,High Park-Swansea,43.65501,-79.4524,Entire home/apt,117,28,1,2024-02-29,0.42,1,151,1,
942142896144908599,Cozy Apartment in Corso Italia!,515852323,Shyrose,,Corso Italia-Davenport,43.67877057303783,-79.44708017721204,Entire home/apt,101,28,0,,,2,151,0,
942221298659316895,Stylish Suite in the Beaches,16351200,Jennifer,,The Beaches,43.67051559999999,-79.30709759999999,Entire home/apt,80,28,2,2023-10-29,0.25,1,186,2,
942243348733569612,Toronto Getaway,35171117,Anatoly,,Willowdale East,43.76142,-79.40959,Entire home/apt,450,28,0,,,6,269,0,STR-2208-JBJBHM
942251427114237733,Nguyen Family Room #3,93252572,Vu,,Glenfield-Jane Heights,43.75703304325245,-79.51104131996526,Private room,82,1,10,2024-04-25,1.08,3,161,10,STR-2305-HZMDVZ
942262982104473978,#2 Private room close to Dufferin Subway Station,526330177,Rongling,,Dovercourt-Wallace Emerson-Junction,43.66485,-79.43897,Private room,65,1,28,2024-04-21,2.99,2,80,28,STR-2208-GDDHHF
942283811123179978,Stylish Retreat near Rogers,304087755,Ida,,Waterfront Communities-The Island,43.6399279347878,-79.39813292166635,Private room,,28,0,,,1,0,0,
947270805967477011,Room in Scarborough,30546047,Danusha,,Centennial Scarborough,43.794919937058005,-79.1447641612008,Private room,40,365,0,,,1,365,0,
942322862950475226,Gateway to Downtown Entertainment and Serenity,527543288,Khadija,,Waterfront Communities-The Island,43.641906693850586,-79.39238557827325,Entire home/apt,261,2,38,2024-04-29,4.58,1,241,38,STR-2307-HBJVHW
942587602555127997,Charming Yorkville Townhouse,52325373,Erin,,Annex,43.67457,-79.39135,Entire home/apt,390,9,2,2023-09-17,0.25,1,66,2,STR-2307-FFMHHP
942663807544717137,One Bedroom Apartment with a shared bathroom,277688353,Angela,,Bay Street Corridor,43.6657586,-79.3856777,Private room,126,28,0,,,1,105,0,
942772827745375962,Perfect pied-à-terre Queen&Oz,14655063,Joyce,,Trinity-Bellwoods,43.64572143823599,-79.41717022625096,Entire home/apt,140,5,12,2024-05-07,1.61,1,71,12,STR-2307-HSPPHY
942809675941884950,Convenient home Step From Everything,36823972,Hab,,University,43.66505,-79.39813,Entire home/apt,96,28,0,,,2,247,0,STR-2304-FJCPHP
942826475459694823,Penthouse Apartment in Toronto + Free Parking,373955363,Naser,,Waterfront Communities-The Island,43.63874,-79.3968,Entire home/apt,110,28,35,2024-03-15,3.67,1,48,35,STR-2305-JBRXVZ
942836197426995150,Luxury downtown Toronto condo,231861383,Am,,Church-Yonge Corridor,43.64975,-79.37242,Entire home/apt,110,29,0,,,1,281,0,
942885805107550217,Nguyen Family Room #1,93252572,Vu,,Glenfield-Jane Heights,43.756569551973996,-79.51186093805197,Private room,72,1,6,2024-04-06,0.65,3,139,6,STR-2305-HZMDVZ
942971714801744631,"Comfy, Bright & Private Room",527730112,Jennifer,,Don Valley Village,43.7865,-79.35941,Private room,115,1,4,2023-12-27,0.50,1,365,4,STR-2308-FZWVHR
942983843454816269,Entertainment District getaway,520002643,John Paul,,Waterfront Communities-The Island,43.6426339,-79.3959691,Entire home/apt,140,28,0,,,1,313,0,
943318851646799885,Classy Cottage in the City/3bdrm/3.5BTH/Pets OK,141915599,Karen,,Bathurst Manor,43.76433,-79.46504,Entire home/apt,270,3,2,2024-04-14,0.88,3,172,2,STR-2206-GRGRVG
943336569762636369,Beautiful Bright Condo,527814892,Andrew,,Parkwoods-Donalda,43.76007,-79.33264,Entire home/apt,,140,0,,,1,0,0,
943410236669474683,Clean and spacious 1 bedroom,146026426,Jiangang,,Agincourt South-Malvern West,43.78846010620279,-79.27610331494608,Private room,109,1,7,2024-05-04,0.76,10,365,7,STR-2302-FDVDVP
943431279907153351,Room in a cute apartment right downtown,323330233,Ailsa,,Church-Yonge Corridor,43.661596609455614,-79.378109278813,Private room,120,28,0,,,1,268,0,
943484883616476389,house in toronto,519491423,Yewhalashet,,Kennedy Park,43.7256396,-79.2595408,Entire home/apt,487,1,10,2024-01-13,1.22,1,247,10,STR-2307-HLMHHX
943507598237101890,Master Bedroom & Bathroom in Luxury Home,515199033,Alla,,Clanton Park,43.74000271288599,-79.44702627037249,Private room,63,28,2,2023-11-20,0.28,14,164,2,
943524129317605444,Modern 2 BDRM Suite near Entertainment District,527883481,Khemraj,,Waterfront Communities-The Island,43.64520659249943,-79.3888067775021,Entire home/apt,37,28,4,2024-01-20,0.47,1,240,4,STR-2307-HBZHHW
943587258118204513,Beautiful private bedroom in Toronto home,515199033,Alla,,Clanton Park,43.74007532766292,-79.44880032932197,Private room,59,28,2,2024-01-06,0.28,14,119,2,
943599919941655499,Spark Residence,189654054,Soo Youn,,Kensington-Chinatown,43.6525593,-79.3884782,Entire home/apt,291,2,9,2024-04-22,1.48,1,109,9,STR-2310-GLHVHT
943606171179597437,"Luxurious Condo, Free Parking, subway/ttc access",239513850,Ayokunle,,Willowdale West,43.76664507190086,-79.41415925140163,Entire home/apt,150,28,2,2024-04-02,0.37,1,160,2,
943614610665508129,Private master bedroom lake view,258867325,Mahdieh,,Niagara,43.6381,-79.41606,Private room,150,28,3,2023-10-18,0.34,1,49,3,STR-2208-FVYPHD
943663170289965180,1+1 Bedrooms Condo With Parking,457617324,Aynura,,Bayview Village,43.77009314815671,-79.36767685630421,Entire home/apt,125,1,15,2024-05-01,2.16,1,28,15,STR-2305-GSWRVV
943677147596357677,"CozyStay: 1 Bedroom, Private Bath",454112869,Leila,,Moss Park,43.659227086580955,-79.37367941592392,Private room,170,1,6,2024-05-03,1.18,4,83,6,STR-2309-FMSDVQ
943678945592482907,Beautiful 1 Bedroom Basement Apt,379108652,Sam,,Newtonbrook West,43.78893808981249,-79.43635585802933,Entire home/apt,,28,1,2023-09-09,0.12,1,0,1,
943916452755044333,Cozy Apartment inDowntownToronto,60007301,Keshav,,Cabbagetown-South St.James Town,43.66447730591556,-79.35875548129734,Private room,80,28,0,,,1,304,0,
944087416809764654,Pretty room sunlights Etobicoke.,333106425,Quyen,,Edenbridge-Humber Valley,43.65869,-79.5292,Private room,,28,0,,,23,89,0,STR-2208-JGGVHM
944112515553520988,Basement Apartment on the Danforth,528033928,Lochlan,,Taylor-Massey,43.693897949917535,-79.29889395833015,Private room,75,1,13,2023-10-30,1.42,1,59,13,STR-2308-GQSBHT
944157863300939819,Modern 3BR Home - Close From High Park!,497295226,Beni,,Bay Street Corridor,43.65272592428974,-79.38393807309664,Entire home/apt,400,28,6,2023-09-25,0.63,1,132,6,STR-2201-FPLDVC
944199614777509227,Brand New Two Bedroom Suite,162579704,Lily,,North St.James Town,43.67238,-79.37643,Entire home/apt,140,30,0,,,16,109,0,
944229661085054797,Cozy Apartment with Amazing Views and Amenities,525874374,Ash,,Banbury-Don Mills,43.72404751459287,-79.32978600314291,Entire home/apt,213,2,8,2024-04-25,0.87,1,297,8,STR-2306-FWWRVR
944244577961897340,Modern Port Union Townhouse - Port Union Paradise,69288842,Michelle,,Rouge,43.798331099558524,-79.14156834969295,Entire home/apt,163,2,4,2024-05-05,0.69,1,171,4,STR-2310-FDSHHP
944266261882399722,upper level bedroom wth bathroom,22051219,Bo,,Steeles,43.818462236374934,-79.32123573816234,Private room,,28,7,2023-08-31,0.74,1,89,7,STR-2307-JDBPHZ
944276275635435874,"Warm habitat, Toronto, Canada",518386208,Mingzhu,,Pleasant View,43.78144,-79.33528,Private room,,28,0,,,2,67,0,
944307307098794249,Cozy Guest Suite in Leslieville,19630125,Melad,,South Riverdale,43.6668071,-79.3265933,Entire home/apt,156,2,0,,,1,198,0,STR-2212-GCSVHS
944343284099953747,Vibrant 2BR + Study in Yorkville,506575949,Aahan,,Annex,43.67067,-79.39338,Entire home/apt,200,28,7,2024-03-07,0.81,1,270,7,STR-2109-FRHPHC
944381084656892958,One Deluxe bedroom  suite in Midtown,363664027,Jingbi,,Mount Pleasant East,43.71095,-79.3844,Entire home/apt,,2,7,2024-03-29,0.89,2,3,7,STR-2302-FRJKVQ
944438343676443674,Charming room in very convenient area,508871106,Ju Fen,,High Park-Swansea,43.64733799814313,-79.47538334744466,Private room,90,28,10,2024-04-09,1.36,3,270,10,STR-2301-GBCKVR
944495945003864644,Luxurious Leaside Condo - Midtown Toronto,432685780,Julie,,Thorncliffe Park,43.71308329444125,-79.35969207408303,Entire home/apt,,31,1,2023-08-16,0.11,1,354,1,
944522792016651941,Newly Renovated 2BDRM suite-Islington Subway,518337508,An,,Islington-City Centre West,43.64004973981685,-79.52651291363044,Private room,129,1,11,2024-04-28,1.16,4,105,11,STR-2303-FWMBHR
944608825080112552,Cozy stay in Yorkville,473720368,Ana,,Annex,43.671543325165345,-79.39348200128104,Entire home/apt,170,28,2,2024-04-21,2,1,33,2,STR-2308-FDZHHP
944791701011070550,1 bed & den (huge balcony),264782109,Shahmeer,,Waterfront Communities-The Island,43.644514408827135,-79.36357534550976,Entire home/apt,187,30,0,,,1,270,0,
944810525560801163,Stylish Private Suite with 2 Bedrooms in Midtown,363664027,Jingbi,,Mount Pleasant East,43.71103178165906,-79.38243278834332,Entire home/apt,216,2,2,2024-01-10,0.42,2,71,2,STR-2302-FRJKVQ
944829546294902278,Bright 4 bedroom downtown house in Little Portugal,89765732,Jonathan,,Little Portugal,43.64902,-79.42752,Entire home/apt,,2,4,2023-10-15,0.48,1,0,4,STR-2306-GFFBHS
944874487645361925,Beautiful Luxurious home in Toronto,28284909,Mark,,South Parkdale,43.63650590297501,-79.44313887389545,Entire home/apt,451,1,25,2024-04-28,3.04,9,134,25,STR-2307-JDVPHZ
944893308882880819,Private two bedroom apartment,115997313,Gu,,Eringate-Centennial-West Deane,43.65935,-79.58058,Entire home/apt,152,28,7,2023-12-01,0.83,2,365,7,STR-2307-HPTHHX
944901336911286285,Second floor Bright room,489345524,May,,University,43.6591587,-79.40725669999999,Private room,55,28,0,,,4,364,0,
944953997458479478,30 minutes to downtown Toronto.,525151807,Ahmed,,Ionview,43.7306002,-79.2723943,Entire home/apt,199,28,5,2023-08-20,0.54,1,89,5,STR-2307-GRWVHT
944976009843550595,Condo in the heart of Toronto near CN Tower,52046038,Andres,,Niagara,43.63603,-79.40212,Entire home/apt,114,28,20,2024-04-19,2.70,1,220,20,STR-2305-FPGDVQ
944988337403395696,Cozy Apt Nestled in a Wonderful Location,327622473,Akif Mert,,High Park North,43.6563470667858,-79.46427632416244,Entire home/apt,,4,1,2023-08-29,0.12,1,0,1,STR-2307-FQJVHQ
945088616579574177,Downtown Toronto Queen West House,159518511,Sonia,,Trinity-Bellwoods,43.644288024205004,-79.42150952275392,Entire home/apt,,1,4,2024-03-18,0.44,2,0,4,STR-2305-JFXXVZ
945147182490026258,Comfy Queen Suite on 2nd floor,85473145,Sharon,,Dovercourt-Wallace Emerson-Junction,43.6636876,-79.4494462,Private room,90,2,4,2024-04-01,0.68,5,237,4,STR-2211-GHFVHS
945224786250321412,North York Good Environment Semi-detached House,528344793,Zaifeng,,Bayview Woods-Steeles,43.796846,-79.3734606,Private room,,1,0,,,3,90,0,STR-2307-FXGHHR
945561169863819298,Spacious Apartment in Roncesvalles Neighbourhood,528426669,Wendy J,,Roncesvalles,43.64288767775262,-79.44212016470553,Entire home/apt,358,3,21,2024-04-23,2.28,1,308,21,STR-2208-HZFPHM
945600616013218143,Bright & Hip Unit in Leslieville,94868589,Evan,,South Riverdale,43.65971,-79.34131,Entire home/apt,250,4,3,2023-10-24,0.33,1,2,3,STR-2107-GBTHHD
945605885818533201,Trinity Bellwoods Charmer,253678734,Nesty,,Trinity-Bellwoods,43.64893,-79.41827,Entire home/apt,220,31,0,,,27,228,0,
945608233428614421,Modern Suite Close to Trinity Bellwoods Park!,514721718,Esther Barahona,,Niagara,43.64316,-79.4126,Entire home/apt,253,1,7,2023-10-26,0.76,2,134,7,STR-2301-HZPDVZ
945645822679437216,"Spacious Room with Bathroom, Free Parking & WI-FI",528451450,Hua,,Don Valley Village,43.78626522791472,-79.34522839066487,Private room,73,2,13,2024-04-27,1.39,1,271,13,STR-2307-HTCVHY
945655971431558421,Spacious & Cozy 2-bed Suite,70402284,Shuhang,,Willowdale East,43.76811,-79.396,Entire home/apt,154,28,2,2023-09-17,0.23,2,270,2,STR-2306-JFPKVZ
945658297775053358,Lux. 2BR+ Parking > 1km to Enercare,267472999,Menaab,,Niagara,43.63856,-79.41054,Entire home/apt,269,1,13,2024-04-13,1.62,1,131,13,STR-2308-HGFBHW
945663000988336895,Spacious and Modern 2Br Steps toYonge St. Toronto,409754906,Mohammad Reza,,Newtonbrook West,43.7923966,-79.4204362,Entire home/apt,120,28,2,2024-02-01,0.24,2,264,2,
945846867787754805,Stunning condo w. Balcony near Sick Kids Hospital,55442,Furnished Condo Toronto,,Bay Street Corridor,43.65839802088815,-79.38200947251948,Entire home/apt,260,28,0,,,22,90,0,
945863856148196568,Contemporary Studio in East York,528515514,Sumati,,Old East York,43.69770651842082,-79.3253058337244,Private room,102,1,10,2024-04-28,1.17,1,269,10,STR-2307-GPJVHT
945931091457505941,Lovely large room in brand-new basement,286328453,Ann,,Willowridge-Martingrove-Richview,43.687821021750416,-79.54389606490373,Private room,48,28,4,2024-04-30,0.48,4,323,4,
945933007883633397,Lovely bright room in brand-new basement,286328453,Ann,,Willowridge-Martingrove-Richview,43.688124172675984,-79.54255317114952,Private room,53,28,2,2023-10-03,0.24,4,342,2,
945943393140405310,Bright Newly Renovated Oasis,107757183,Vinodbhai,,Woburn,43.76193,-79.23144,Entire home/apt,193,1,12,2024-04-28,1.29,1,156,12,STR-2307-FFGHHP
945957695917025900,The heart of Liberty Village,67378661,Stefano,,Niagara,43.63957857913998,-79.41657954788737,Entire home/apt,334,28,0,,,1,87,0,
946216885821590068,3 Storey Condo in Corktown,87337314,Andrew,,Regent Park,43.6561188,-79.3631853,Entire home/apt,225,3,11,2024-04-30,1.59,1,123,11,STR-2308-FHPPHP
946248293770944500,Beautifully furnished house!,196650492,Nicholas,,Highland Creek,43.78304,-79.17669,Entire home/apt,,30,0,,,1,365,0,
946256210650563183,Maria's Oasis,363726882,Fotini Maria,,Broadview North,43.69165,-79.35191,Private room,112,1,50,2024-05-07,5.26,1,24,50,STR-2306-FZDXVR
946296377481419913,Specious one room in downtown,489345524,May,,University,43.6591587,-79.40725669999999,Private room,48,28,0,,,4,364,0,
946297903224913087,Downtown Oasis with Serene Patio,70704838,Zi Yang,,Waterfront Communities-The Island,43.648612722847474,-79.38958053492996,Entire home/apt,227,1,35,2024-05-05,3.98,1,60,35,STR-2307-JBTHHZ
946303539549415427,"Private Suite, Free Parking, Separate Entrance.",8366244,Patrick,,Moss Park,43.656572074439936,-79.35960815155492,Private room,142,3,17,2024-05-03,1.86,1,81,17,STR-2207-JBMRVM
946319077780419597,Apartment near airport and parks,3675533,Samarth,,Eringate-Centennial-West Deane,43.641342202038345,-79.58649305201833,Private room,72,2,7,2023-11-05,0.79,1,134,7,STR-2307-HKYBHX
946352825094297024,Charming 5-Bedroom Ideal Home,222128268,Arman,,Forest Hill South,43.69915091057859,-79.42328149919345,Entire home/apt,550,3,19,2024-04-24,2.29,1,215,19,STR-2304-HKJPHX
946362844911198003,A safe and warm family,506084837,Ding,,Agincourt North,43.81102178121274,-79.28464007744338,Private room,62,30,1,2023-10-03,0.14,1,270,1,
946371758196808357,Apartment in Danforth/Greektown,454774197,Paul,,Danforth,43.68464,-79.32496,Entire home/apt,90,90,0,,,1,242,0,
946384156678748516,"Chic & Bright Studio, NorthYork",409754906,Mohammad Reza,,Newtonbrook West,43.79166,-79.42153,Entire home/apt,90,28,2,2024-03-31,0.28,2,231,2,
946414343121559550,"CN Tower View w/Parking, Pool, Gym by Trains & Bus",528654923,Ahilan,,Niagara,43.63668613258383,-79.4040135688993,Entire home/apt,1000,28,11,2024-02-29,1.96,1,81,11,STR-2305-HWDVHY
946441746763443843,Main Floor Spacious Room to Stay,528659210,Me Tho,,Steeles,43.81998040615098,-79.30866352843937,Private room,,1,1,2023-10-21,0.15,1,4,1,STR-2308-GKJVHS
946472498003869098,Private Room In Downtown Toronto,30441280,Tina,,South Riverdale,43.661462540701415,-79.340551062108,Private room,70,5,5,2024-04-11,0.65,2,364,5,STR-2308-HBVRVW
946564558470091366,Guest House - Close to Downtown Toronto,230054457,Mohammad,,Clairlea-Birchmount,43.70711,-79.27651,Private room,199,2,20,2024-04-29,2.27,1,342,20,STR-2307-GVLBHV
946642682495371400,Lovely 1 bedroom by U of T,528709548,Jinyi,,Bay Street Corridor,43.66311,-79.38561,Private room,120,5,16,2024-04-18,1.84,1,18,16,STR-2305-FSDXVQ
946954080708771979,Homey Private Room/Bath @Leslieville,466657491,George,,South Riverdale,43.65968,-79.33417,Private room,110,1,24,2024-04-28,2.59,2,363,24,STR-2303-FWHHHR
947046232407577787,Stunning home in midtown Toronto,528814115,Maria Fernanda,,Lawrence Park North,43.72767,-79.39881,Entire home/apt,670,3,12,2024-04-09,1.45,1,50,12,STR-2306-JCQRVZ
947115549307893241,Habitación tranquila,421916784,Carlos,,Weston-Pellam Park,43.68118144280729,-79.46042409419047,Private room,145,28,8,2023-11-03,0.93,1,269,8,STR-2211-HYDPHY
947232733927027513,Apartment in High Park North! Sleeps 6,491158069,Olga,,High Park-Swansea,43.6549534640827,-79.45371848514478,Entire home/apt,211,28,3,2024-01-27,0.33,2,174,3,STR-2212-GHLVHS
947283064208193559,Bright & New 1 bedroom apartment,207276053,Payam,,Mount Dennis,43.6889,-79.50297,Entire home/apt,105,28,3,2024-02-10,0.36,4,280,3,
947310984847998188,Stylish Loft with free parking Downtown,7021666,Jonathan,,Dufferin Grove,43.65586,-79.4449,Entire home/apt,,28,0,,,2,0,0,
947369460185131638,Downsview Park view (B),500540557,Mike,,Downsview-Roding-CFB,43.73594720000001,-79.4795412,Private room,85,28,0,,,3,175,0,STR-2302-GBXRVR
947398210885478605,Entire Private House,295301647,Jiahao,,Maple Leaf,43.710823091598826,-79.47927551289102,Entire home/apt,200,28,0,,,1,365,0,
